country,house_style,climate_zone,plot_length_ft,plot_width_ft,num_floors,floor_height_ft,num_bedrooms,num_bathrooms,num_living_rooms,has_kitchen,has_dining,has_garage,has_garden,has_balcony,has_basement,has_swimming_pool,wall_material,roof_type,floor_material,num_windows,num_doors,window_type,quality_grade,year_built,furniture_included,furniture_style,plot_area_sqft,plot_area_cents,building_footprint,total_built_area,total_rooms,construction_cost_usd,construction_days,cost_per_sqft
Germany,Traditional,Tropical,70.3,28.0,2,9,5,4,2,1,0,1,1,1,0,0,Wood Frame,Gable,Vinyl,10,9,Single Hung,Standard,1972,1,Contemporary,1968.3999999999999,4.52,1328.0,2656.0,13,494322.0,170,186.12
USA,Traditional,Mediterranean,100.9,67.1,2,9,3,2,1,1,1,0,0,0,0,0,AAC Block,Shed,Hardwood,29,19,Floor to Ceiling,Premium,2019,1,Contemporary,6770.389999999999,15.54,4414.0,8828.0,8,1873509.0,357,212.22
Japan,Modern,Mediterranean,122.8,116.6,2,9,1,2,1,1,1,1,1,1,1,0,Steel Frame,Hip,Vinyl,22,9,Floor to Ceiling,Standard,1966,0,Contemporary,14318.48,32.87,9629.0,19258.0,7,4812820.0,691,249.91
Canada,Colonial,Mediterranean,44.8,109.2,3,10,3,3,1,1,0,1,0,1,0,0,Wood Frame,Hip,Vinyl,25,16,Single Hung,Luxury,2001,1,Contemporary,4892.16,11.23,2774.0,8322.0,9,2530138.0,374,304.03
USA,Ranch,Tropical,115.1,46.0,2,10,3,1,1,1,0,1,1,0,0,1,Wood Frame,Hip,Marble,11,6,Floor to Ceiling,Premium,2024,1,Contemporary,5294.599999999999,12.15,3120.0,6240.0,7,1321643.0,318,211.8
Canada,Traditional,Arid,138.7,108.5,1,10,3,5,1,1,1,0,1,1,1,0,Red Brick,Gable,Ceramic Tile,17,14,Sliding,Economy,1963,0,Modern,15048.949999999999,34.55,9401.0,9401.0,11,1015167.0,372,107.99
USA,Traditional,Temperate,51.4,52.8,2,10,5,5,2,1,1,1,1,1,0,0,Wood Frame,Shed,Vinyl,7,8,Single Hung,Standard,1992,1,Rustic,2713.9199999999996,6.23,1478.0,2956.0,15,441447.0,183,149.34
France,Modern,Temperate,130.6,106.0,2,9,6,4,1,1,1,1,1,1,0,0,Wood Frame,Flat,Hardwood,12,10,Casement,Standard,1993,1,Traditional,13843.599999999999,31.78,7361.0,14722.0,14,3209410.0,550,218.0
Germany,Cottage,Mediterranean,43.9,94.3,3,12,3,5,2,1,1,1,1,1,1,0,Wood Frame,Flat,Granite,23,15,Double Hung,Standard,1997,1,Traditional,4139.7699999999995,9.5,1965.0,5895.0,13,938461.0,303,159.2
Australia,Colonial,Continental,98.2,58.4,1,11,2,2,1,1,1,1,1,0,0,0,Concrete Block,Gable,Ceramic Tile,29,16,Casement,Standard,2010,1,Modern,5734.88,13.17,3594.0,3594.0,8,594924.0,186,165.53
India,Mediterranean,Tropical,70.7,111.5,3,10,3,2,1,1,1,1,1,0,1,0,AAC Block,Gable,Ceramic Tile,20,13,Sliding,Luxury,2019,1,Traditional,7883.05,18.1,5244.0,15732.0,9,1642924.0,601,104.43
USA,Ranch,Arid,86.6,71.1,2,10,4,4,2,1,1,1,0,1,0,0,Wood Frame,Mansard,Hardwood,10,12,Sliding,Standard,2005,1,Minimalist,6157.259999999999,14.14,3206.0,6412.0,13,874308.0,289,136.35
Germany,Mediterranean,Mediterranean,66.1,55.2,3,10,4,3,2,1,1,1,0,1,1,0,Concrete Block,Mansard,Ceramic Tile,13,9,Double Hung,Economy,1970,1,Contemporary,3648.72,8.38,1692.0,5076.0,12,770670.0,295,151.83
India,Mediterranean,Continental,61.3,51.6,2,12,2,3,1,1,1,1,1,0,1,0,Wood Frame,Hip,Ceramic Tile,25,7,Sliding,Standard,1980,0,Modern,3163.08,7.26,1692.0,3384.0,9,157221.0,213,46.46
USA,Craftsman,Mediterranean,119.2,114.2,3,10,3,1,1,1,1,1,0,0,0,0,Concrete Block,Hip,Vinyl,19,17,Double Hung,Standard,2000,1,Rustic,13612.640000000001,31.25,8212.0,24636.0,8,3651510.0,849,148.22
France,Cottage,Continental,56.8,97.1,1,10,4,3,1,1,1,0,0,1,1,0,Wood Frame,Flat,Vinyl,16,16,Double Hung,Standard,1981,0,Contemporary,5515.28,12.66,2235.0,2235.0,10,392301.0,166,175.53
India,Craftsman,Temperate,79.0,58.2,1,10,4,2,1,1,0,1,0,0,1,0,Concrete Block,Gable,Laminate,8,15,Single Hung,Standard,2021,1,Minimalist,4597.8,10.56,3179.0,3179.0,9,229467.0,198,72.18
USA,Minimalist,Continental,62.9,49.1,2,9,4,2,1,1,0,1,0,1,1,0,AAC Block,Gable,Granite,18,16,Floor to Ceiling,Standard,1966,1,Minimalist,3088.39,7.09,1741.0,3482.0,9,626318.0,229,179.87
USA,Contemporary,Temperate,58.6,45.1,2,12,3,3,1,1,0,0,1,1,0,0,Steel Frame,Hip,Hardwood,12,14,Floor to Ceiling,Luxury,2020,0,Rustic,2642.86,6.07,1746.0,3492.0,8,1245567.0,203,356.69
USA,Modern,Temperate,105.3,48.2,3,12,2,2,2,1,1,1,1,1,0,0,Red Brick,Gable,Ceramic Tile,6,11,Sliding,Standard,1968,0,Contemporary,5075.46,11.65,2813.0,8439.0,9,1199010.0,382,142.08
Japan,Traditional,Tropical,35.5,35.5,2,12,3,3,2,1,1,0,1,1,0,1,Steel Frame,Gable,Granite,28,11,Casement,Standard,2018,1,Traditional,1260.25,2.89,818.0,1636.0,10,536179.0,183,327.74
Australia,Traditional,Continental,124.7,71.0,1,10,5,1,1,1,1,0,1,0,1,0,Red Brick,Gable,Vinyl,19,9,Single Hung,Standard,2022,1,Contemporary,8853.7,20.33,4946.0,4946.0,9,1056550.0,240,213.62
India,Colonial,Arid,95.5,28.9,2,10,3,4,1,1,1,1,1,0,1,0,Red Brick,Hip,Ceramic Tile,21,7,Casement,Premium,1997,0,Traditional,2759.95,6.34,1442.0,2884.0,11,209096.0,204,72.5
Canada,Cottage,Arid,129.4,26.1,2,10,3,5,1,1,1,1,0,0,0,0,AAC Block,Gable,Hardwood,29,18,Single Hung,Economy,2005,0,Minimalist,3377.34,7.75,1626.0,3252.0,12,430265.0,189,132.31
Canada,Traditional,Continental,55.6,83.7,1,10,2,3,1,1,1,1,1,1,1,1,Wood Frame,Hip,Marble,16,18,Casement,Standard,1996,1,Modern,4653.72,10.68,2097.0,2097.0,9,473906.0,181,225.99
Australia,Craftsman,Tropical,115.1,33.4,1,9,3,2,2,1,1,1,1,1,0,0,Concrete Block,Hip,Ceramic Tile,13,18,Sliding,Standard,2008,1,Traditional,3844.3399999999997,8.83,1640.0,1640.0,10,268962.0,136,164.0
USA,Contemporary,Arid,80.5,105.3,1,11,3,3,1,1,1,1,1,1,0,0,Red Brick,Gable,Hardwood,25,15,Casement,Premium,2024,1,Rustic,8476.65,19.46,5405.0,5405.0,10,1337040.0,234,247.37
France,Craftsman,Mediterranean,39.2,35.1,2,11,5,4,1,1,1,1,1,0,0,1,AAC Block,Hip,Vinyl,25,11,Floor to Ceiling,Luxury,1985,0,Rustic,1375.92,3.16,685.0,1370.0,13,656706.0,165,479.35
India,Mediterranean,Arid,120.3,76.6,1,10,5,2,1,1,1,1,0,1,1,0,Red Brick,Gable,Granite,28,14,Sliding,Standard,2000,1,Minimalist,9214.98,21.15,4671.0,4671.0,11,301524.0,242,64.55
Japan,Minimalist,Tropical,121.5,89.2,1,10,5,3,1,1,1,1,1,0,0,0,Stone,Hip,Hardwood,12,16,Floor to Ceiling,Economy,2018,1,Minimalist,10837.800000000001,24.88,6137.0,6137.0,12,1281313.0,265,208.78
Australia,Traditional,Temperate,62.5,46.8,2,10,3,1,1,1,1,1,1,1,0,0,Red Brick,Flat,Hardwood,12,6,Single Hung,Premium,1980,1,Rustic,2925.0,6.71,1260.0,2520.0,8,691766.0,170,274.51
UK,Mediterranean,Temperate,139.9,109.4,1,9,4,3,1,1,1,1,1,1,1,0,AAC Block,Flat,Ceramic Tile,23,16,Double Hung,Standard,2017,0,Modern,15305.060000000001,35.14,6180.0,6180.0,11,1194761.0,289,193.33
Germany,Traditional,Temperate,121.7,70.7,2,12,5,1,1,1,1,1,0,1,0,1,Red Brick,Gable,Hardwood,25,5,Single Hung,Standard,1984,1,Minimalist,8604.19,19.75,5892.0,11784.0,10,2335763.0,484,198.21
USA,Ranch,Tropical,66.8,55.0,2,9,2,2,1,1,1,1,1,1,1,0,AAC Block,Flat,Hardwood,27,14,Sliding,Standard,1969,1,Modern,3674.0,8.43,2376.0,4752.0,8,912545.0,258,192.03
Australia,Victorian,Temperate,58.7,110.6,2,9,3,2,2,1,1,1,0,1,1,0,Stone,Mansard,Ceramic Tile,20,19,Floor to Ceiling,Premium,2016,1,Contemporary,6492.22,14.9,3714.0,7428.0,10,2753867.0,348,370.74
USA,Modern,Temperate,82.8,106.5,1,10,3,2,1,1,1,1,1,1,0,0,Wood Frame,Gable,Marble,23,17,Casement,Economy,1973,1,Minimalist,8818.199999999999,20.24,5258.0,5258.0,9,717284.0,233,136.42
Germany,Modern,Tropical,65.1,92.4,3,10,3,4,1,1,1,1,1,1,0,0,Concrete Block,Hip,Granite,7,14,Floor to Ceiling,Premium,1973,1,Contemporary,6015.24,13.81,4017.0,12051.0,11,3197089.0,491,265.3
USA,Traditional,Mediterranean,56.0,52.6,1,11,3,3,1,1,1,0,0,1,0,0,Concrete Block,Flat,Ceramic Tile,14,8,Floor to Ceiling,Standard,1961,1,Traditional,2945.6,6.76,1519.0,1519.0,9,228333.0,122,150.32
USA,Contemporary,Arid,77.9,62.1,1,9,4,3,2,1,0,1,1,0,1,0,Concrete Block,Hip,Hardwood,17,5,Single Hung,Premium,1976,1,Modern,4837.59,11.11,3090.0,3090.0,11,702095.0,179,227.22
UK,Cottage,Tropical,33.1,90.5,2,10,3,3,1,1,1,0,0,0,0,0,Concrete Block,Shed,Ceramic Tile,21,5,Casement,Premium,1989,1,Modern,2995.55,6.88,1924.0,3848.0,9,787433.0,215,204.63
India,Colonial,Tropical,78.2,42.6,3,10,3,3,1,1,1,1,1,1,1,0,AAC Block,Shed,Vinyl,15,9,Single Hung,Economy,1989,1,Contemporary,3331.32,7.65,1903.0,5709.0,10,314401.0,314,55.07
USA,Contemporary,Continental,56.6,72.0,2,10,4,2,1,1,1,1,1,1,1,0,Concrete Block,Flat,Granite,20,17,Casement,Premium,1986,1,Rustic,4075.2000000000003,9.36,1735.0,3470.0,10,769956.0,228,221.89
Japan,Cottage,Temperate,61.7,95.1,2,10,3,3,2,1,1,0,0,0,0,0,Concrete Block,Gable,Hardwood,12,10,Single Hung,Luxury,2023,0,Rustic,5867.67,13.47,3209.0,6418.0,10,2096242.0,289,326.62
India,Contemporary,Mediterranean,39.9,87.5,2,9,1,1,1,1,0,1,1,0,1,0,Wood Frame,Flat,Vinyl,16,16,Floor to Ceiling,Economy,2006,1,Contemporary,3491.25,8.01,1742.0,3484.0,5,251269.0,221,72.12
USA,Ranch,Continental,100.7,93.4,1,10,3,2,2,1,1,0,0,1,1,0,Red Brick,Mansard,Granite,22,14,Single Hung,Premium,2018,1,Modern,9405.380000000001,21.59,5220.0,5220.0,9,1286629.0,261,246.48
UK,Contemporary,Mediterranean,86.6,109.7,2,10,2,2,2,1,0,1,0,1,1,1,Steel Frame,Flat,Marble,25,5,Single Hung,Premium,2006,1,Contemporary,9500.02,21.81,5437.0,10874.0,8,3603982.0,458,331.43
Canada,Colonial,Temperate,120.1,117.0,3,11,2,3,1,1,1,1,1,1,0,0,Steel Frame,Hip,Vinyl,25,13,Floor to Ceiling,Standard,1963,0,Contemporary,14051.699999999999,32.26,7931.0,23793.0,9,5101657.0,825,214.42
France,Modern,Temperate,148.5,68.5,2,10,5,5,1,1,1,0,1,0,0,0,Red Brick,Shed,Granite,15,16,Sliding,Standard,1975,1,Minimalist,10172.25,23.35,5303.0,10606.0,13,2448088.0,421,230.82
France,Contemporary,Temperate,44.3,30.7,1,10,4,4,1,1,0,1,0,1,0,0,AAC Block,Hip,Ceramic Tile,7,11,Double Hung,Standard,2022,0,Traditional,1360.01,3.12,922.0,922.0,11,199300.0,109,216.16
France,Craftsman,Arid,62.7,104.3,2,11,3,3,2,1,1,0,0,1,0,0,Red Brick,Hip,Marble,11,18,Floor to Ceiling,Luxury,1968,1,Minimalist,6539.61,15.01,3168.0,6336.0,10,2519204.0,292,397.6
UK,Cottage,Mediterranean,111.9,36.2,3,9,6,2,1,1,1,1,1,1,0,1,Concrete Block,Gable,Marble,12,16,Floor to Ceiling,Standard,1978,1,Minimalist,4050.7800000000007,9.3,1744.0,5232.0,12,897370.0,294,171.52
USA,Minimalist,Mediterranean,58.5,45.8,2,10,3,2,1,1,1,1,1,1,0,0,Red Brick,Flat,Ceramic Tile,13,14,Floor to Ceiling,Premium,2003,0,Minimalist,2679.2999999999997,6.15,1635.0,3270.0,9,656637.0,199,200.81
UK,Cottage,Continental,33.6,87.1,1,11,3,3,1,1,1,0,1,1,0,0,Steel Frame,Flat,Vinyl,14,17,Floor to Ceiling,Standard,2014,1,Traditional,2926.56,6.72,1535.0,1535.0,9,375312.0,128,244.5
Canada,Modern,Tropical,43.2,95.8,2,9,3,2,2,1,1,1,0,1,1,0,Concrete Block,Hip,Ceramic Tile,18,18,Floor to Ceiling,Economy,1978,1,Contemporary,4138.56,9.5,2274.0,4548.0,10,567777.0,249,124.84
Italy,Contemporary,Temperate,82.0,91.0,1,11,5,2,1,1,1,1,1,0,0,0,Red Brick,Shed,Vinyl,25,9,Double Hung,Standard,1984,0,Rustic,7462.0,17.13,3978.0,3978.0,11,697861.0,203,175.43
India,Craftsman,Temperate,81.7,66.7,1,11,4,3,1,1,1,0,1,1,0,0,AAC Block,Hip,Granite,6,6,Double Hung,Premium,2022,1,Traditional,5449.39,12.51,2518.0,2518.0,10,194236.0,154,77.14
USA,Contemporary,Continental,146.7,112.2,3,9,4,4,1,1,0,1,1,1,0,0,Stone,Hip,Granite,14,7,Single Hung,Premium,1971,0,Traditional,16459.739999999998,37.79,10816.0,32448.0,11,9540946.0,1087,294.04
USA,Contemporary,Mediterranean,85.9,104.1,2,10,2,1,1,1,1,1,1,1,0,1,Wood Frame,Hip,Vinyl,27,7,Floor to Ceiling,Premium,1999,0,Modern,8942.19,20.53,5454.0,10908.0,7,2047646.0,452,187.72
UK,Traditional,Arid,111.4,88.0,3,9,1,3,2,1,1,1,0,1,0,0,Red Brick,Gable,Hardwood,8,16,Floor to Ceiling,Standard,1963,1,Rustic,9803.2,22.51,4222.0,12666.0,9,2526070.0,505,199.44
Japan,Ranch,Mediterranean,89.1,66.9,2,10,3,2,1,1,1,1,1,1,0,0,Red Brick,Hip,Hardwood,16,9,Floor to Ceiling,Premium,1963,0,Modern,5960.79,13.68,3859.0,7718.0,9,2092710.0,334,271.15
USA,Colonial,Arid,62.4,69.1,2,12,3,3,1,1,1,1,1,0,0,0,Wood Frame,Gable,Vinyl,27,12,Double Hung,Premium,1974,1,Rustic,4311.839999999999,9.9,2171.0,4342.0,10,878493.0,223,202.32
Germany,Ranch,Arid,42.7,41.7,2,10,1,3,2,1,1,1,1,1,0,0,AAC Block,Gable,Hardwood,22,15,Double Hung,Economy,1996,1,Contemporary,1780.5900000000001,4.09,850.0,1700.0,9,301784.0,144,177.52
UK,Minimalist,Mediterranean,133.1,99.1,1,10,5,3,1,1,1,1,1,1,1,0,AAC Block,Gable,Hardwood,29,16,Floor to Ceiling,Luxury,1967,1,Minimalist,13190.21,30.28,5668.0,5668.0,12,2214001.0,267,390.61
Germany,Modern,Temperate,48.3,107.3,2,9,1,3,1,1,0,1,1,1,0,0,Wood Frame,Hip,Hardwood,7,13,Single Hung,Standard,1988,1,Minimalist,5182.589999999999,11.9,3588.0,7176.0,7,1426791.0,306,198.83
Spain,Contemporary,Arid,41.6,103.6,1,10,1,3,1,1,1,1,1,0,0,0,Wood Frame,Mansard,Granite,9,17,Casement,Luxury,1962,1,Contemporary,4309.76,9.89,2086.0,2086.0,8,516590.0,147,247.65
Spain,Victorian,Continental,55.7,77.0,2,11,3,2,2,1,0,1,1,1,1,0,Stone,Gable,Vinyl,22,5,Sliding,Standard,2008,1,Modern,4288.900000000001,9.85,2819.0,5638.0,9,1339662.0,280,237.61
Australia,Ranch,Continental,30.3,104.6,2,10,3,2,1,1,1,1,1,1,0,0,Red Brick,Gable,Ceramic Tile,23,15,Double Hung,Luxury,1988,1,Modern,3169.38,7.28,1677.0,3354.0,9,1197592.0,203,357.06
Australia,Mediterranean,Arid,38.6,100.1,1,10,3,3,1,1,1,0,1,1,0,0,Wood Frame,Flat,Laminate,29,17,Single Hung,Premium,1997,1,Modern,3863.86,8.87,1840.0,1840.0,9,420800.0,142,228.7
Australia,Victorian,Temperate,106.2,104.1,3,10,3,2,2,1,1,1,0,0,0,0,Red Brick,Gable,Ceramic Tile,26,14,Single Hung,Standard,1981,1,Traditional,11055.42,25.38,5077.0,15231.0,10,2919230.0,570,191.66
Australia,Ranch,Arid,59.2,118.3,2,10,5,3,1,1,1,1,1,1,1,0,AAC Block,Hip,Hardwood,16,9,Sliding,Standard,1975,1,Traditional,7003.360000000001,16.08,3992.0,7984.0,12,1698777.0,345,212.77
Japan,Mediterranean,Continental,70.6,102.0,1,9,3,2,1,1,1,1,1,1,1,1,Wood Frame,Shed,Laminate,16,8,Single Hung,Premium,1978,0,Modern,7201.2,16.53,4053.0,4053.0,9,1088048.0,233,268.45
Italy,Modern,Continental,130.2,50.7,1,10,4,5,1,1,1,1,1,1,1,0,Concrete Block,Flat,Ceramic Tile,20,6,Casement,Premium,1967,1,Contemporary,6601.139999999999,15.15,4198.0,4198.0,13,1006446.0,214,239.74
France,Contemporary,Mediterranean,122.7,103.0,1,10,3,1,1,1,1,1,1,0,1,0,Concrete Block,Flat,Vinyl,12,9,Sliding,Standard,2019,1,Rustic,12638.1,29.01,6080.0,6080.0,8,1002778.0,286,164.93
Spain,Craftsman,Temperate,89.1,60.7,3,10,3,4,1,1,0,1,1,1,0,0,AAC Block,Flat,Marble,13,11,Double Hung,Premium,1971,0,Traditional,5408.37,12.42,3066.0,9198.0,10,2035294.0,402,221.28
Canada,Craftsman,Mediterranean,103.6,74.0,1,11,5,2,2,1,1,1,1,0,0,0,AAC Block,Flat,Vinyl,18,13,Double Hung,Premium,2016,1,Modern,7666.4,17.6,4114.0,4114.0,12,1253337.0,210,304.65
USA,Ranch,Tropical,40.3,100.7,1,10,4,2,1,1,1,1,1,1,1,0,AAC Block,Shed,Hardwood,23,18,Single Hung,Premium,1981,0,Modern,4058.21,9.32,2414.0,2414.0,10,542596.0,176,224.77
USA,Contemporary,Arid,121.4,55.1,1,9,3,4,2,1,1,0,1,0,0,0,Red Brick,Gable,Ceramic Tile,15,8,Double Hung,Premium,2016,1,Contemporary,6689.14,15.36,4435.0,4435.0,11,1053148.0,219,237.46
India,Ranch,Mediterranean,91.9,27.5,1,10,2,2,2,1,1,1,1,1,0,0,AAC Block,Hip,Marble,8,15,Casement,Standard,1996,1,Minimalist,2527.25,5.8,1513.0,1513.0,9,118401.0,127,78.26
India,Modern,Temperate,98.5,93.2,2,11,2,2,1,1,1,1,1,1,1,0,AAC Block,Gable,Ceramic Tile,17,8,Double Hung,Standard,1966,1,Rustic,9180.2,21.07,4102.0,8204.0,8,495006.0,362,60.34
Canada,Mediterranean,Arid,109.9,110.7,1,10,2,2,1,1,1,1,1,0,0,0,AAC Block,Mansard,Marble,22,16,Sliding,Premium,1979,0,Traditional,12165.93,27.93,6247.0,6247.0,8,1445235.0,270,231.35
India,Contemporary,Arid,90.0,113.1,1,12,4,1,1,1,1,1,1,1,1,0,AAC Block,Gable,Vinyl,9,6,Single Hung,Standard,1981,1,Traditional,10179.0,23.37,4177.0,4177.0,9,293521.0,218,70.27
Japan,Victorian,Arid,92.6,100.9,3,10,2,2,1,1,1,0,1,1,1,0,Concrete Block,Gable,Marble,29,8,Double Hung,Standard,2001,1,Minimalist,9343.34,21.45,5880.0,17640.0,7,3854422.0,662,218.5
Japan,Mediterranean,Arid,90.0,113.8,2,11,3,3,1,1,1,1,1,0,1,0,Wood Frame,Shed,Marble,15,19,Floor to Ceiling,Standard,2007,1,Contemporary,10242.0,23.51,4497.0,8994.0,10,2008189.0,385,223.28
USA,Victorian,Arid,89.6,103.0,1,10,3,1,2,1,1,0,1,1,0,0,Red Brick,Flat,Vinyl,13,18,Sliding,Economy,2004,1,Contemporary,9228.8,21.19,4825.0,4825.0,8,621442.0,232,128.8
Australia,Victorian,Temperate,120.0,27.9,2,9,5,2,1,1,1,1,1,0,0,0,AAC Block,Gable,Laminate,10,9,Floor to Ceiling,Premium,1996,1,Contemporary,3348.0,7.69,2270.0,4540.0,11,1306866.0,232,287.86
Canada,Modern,Tropical,81.3,58.2,1,10,3,2,1,1,1,1,0,1,1,0,AAC Block,Flat,Granite,24,17,Floor to Ceiling,Luxury,1971,1,Minimalist,4731.66,10.86,2475.0,2475.0,9,871600.0,164,352.16
USA,Colonial,Continental,30.3,56.9,3,11,5,2,1,1,1,0,1,0,0,0,Concrete Block,Hip,Marble,16,17,Floor to Ceiling,Premium,2007,0,Minimalist,1724.07,3.96,972.0,2916.0,10,465476.0,207,159.63
Japan,Colonial,Tropical,103.4,45.8,2,9,4,3,1,1,1,1,1,1,1,0,AAC Block,Gable,Vinyl,12,15,Double Hung,Premium,1992,0,Traditional,4735.72,10.87,2380.0,4760.0,11,1571611.0,260,330.17
Japan,Contemporary,Continental,144.3,100.8,1,11,3,5,1,1,1,0,1,0,0,0,Red Brick,Gable,Granite,18,18,Single Hung,Premium,1962,1,Traditional,14545.44,33.39,8586.0,8586.0,11,2817389.0,329,328.14
USA,Minimalist,Mediterranean,60.8,74.4,2,11,3,4,1,1,1,1,1,0,1,0,Concrete Block,Flat,Laminate,28,19,Sliding,Premium,1998,1,Rustic,4523.52,10.38,3142.0,6284.0,11,1161201.0,308,184.79
USA,Cottage,Arid,127.9,104.4,1,9,2,5,1,1,1,1,0,1,1,0,Concrete Block,Shed,Marble,8,7,Casement,Standard,2011,1,Modern,13352.760000000002,30.65,9212.0,9212.0,11,1546200.0,369,167.85
Italy,Colonial,Mediterranean,84.7,82.1,2,12,5,3,1,1,1,1,1,0,1,0,Concrete Block,Flat,Marble,11,16,Single Hung,Premium,1989,1,Modern,6953.87,15.96,3761.0,7522.0,12,1932743.0,337,256.95
India,Contemporary,Mediterranean,107.2,81.1,3,11,4,2,1,1,1,1,1,0,1,0,Steel Frame,Flat,Marble,24,12,Double Hung,Economy,1976,0,Rustic,8693.92,19.96,5627.0,16881.0,10,623175.0,642,36.92
USA,Victorian,Continental,136.9,61.5,1,9,3,3,1,1,0,0,0,1,0,1,Wood Frame,Hip,Ceramic Tile,20,13,Floor to Ceiling,Premium,1982,1,Modern,8419.35,19.33,5229.0,5229.0,8,1263428.0,261,241.62
USA,Craftsman,Temperate,122.5,100.0,2,10,4,1,1,1,1,1,1,0,0,0,Concrete Block,Hip,Marble,27,8,Double Hung,Premium,2003,1,Contemporary,12250.0,28.12,5036.0,10072.0,9,2084792.0,402,206.99
Australia,Colonial,Arid,136.1,89.9,1,11,3,3,2,1,1,1,1,1,1,0,Red Brick,Gable,Hardwood,29,5,Double Hung,Premium,2004,0,Traditional,12235.39,28.09,7988.0,7988.0,11,2017693.0,334,252.59
Australia,Modern,Mediterranean,31.1,57.2,2,10,3,4,2,1,1,0,1,1,0,1,Red Brick,Flat,Vinyl,22,19,Casement,Luxury,1994,0,Contemporary,1778.92,4.08,971.0,1942.0,11,724824.0,192,373.24
Australia,Contemporary,Tropical,52.5,119.4,1,12,3,4,1,1,1,1,1,1,0,0,Concrete Block,Gable,Marble,16,9,Sliding,Luxury,2024,0,Traditional,6268.5,14.39,3695.0,3695.0,11,940148.0,196,254.44
USA,Cottage,Arid,80.8,69.0,1,12,6,2,1,1,1,1,0,0,1,1,Steel Frame,Shed,Ceramic Tile,29,7,Double Hung,Economy,1976,0,Modern,5575.2,12.8,2648.0,2648.0,12,447185.0,191,168.88
Germany,Ranch,Temperate,131.7,55.1,2,10,4,2,2,1,1,1,1,1,1,0,Concrete Block,Hip,Ceramic Tile,8,11,Double Hung,Standard,2013,1,Rustic,7256.669999999999,16.66,4180.0,8360.0,11,1474480.0,363,176.37
India,Minimalist,Arid,130.6,90.3,1,9,5,3,1,1,1,1,1,0,0,0,Concrete Block,Hip,Hardwood,17,14,Single Hung,Standard,2010,1,Traditional,11793.179999999998,27.07,6910.0,6910.0,12,385106.0,283,55.73
UK,Victorian,Mediterranean,52.2,46.2,2,11,3,2,1,1,1,1,0,1,1,0,AAC Block,Mansard,Granite,11,5,Casement,Luxury,1992,1,Rustic,2411.6400000000003,5.54,1599.0,3198.0,9,1491972.0,217,466.53
India,Victorian,Tropical,47.1,103.9,2,12,3,5,1,1,1,1,0,1,0,0,Red Brick,Hip,Hardwood,13,19,Sliding,Standard,2008,0,Modern,4893.6900000000005,11.23,2371.0,4742.0,12,233151.0,234,49.17
India,Ranch,Mediterranean,130.2,89.6,1,9,3,2,1,1,1,1,1,1,0,0,Red Brick,Hip,Ceramic Tile,29,19,Double Hung,Standard,1994,1,Rustic,11665.919999999998,26.78,6002.0,6002.0,9,385650.0,263,64.25
Canada,Colonial,Temperate,95.0,107.7,1,12,1,3,1,1,1,1,1,0,0,0,Red Brick,Gable,Granite,29,16,Casement,Standard,1976,1,Traditional,10231.5,23.49,6507.0,6507.0,8,1185590.0,269,182.2
Germany,Craftsman,Continental,105.2,56.3,2,9,2,3,2,1,0,1,1,0,0,0,Concrete Block,Flat,Ceramic Tile,24,9,Sliding,Economy,1968,0,Traditional,5922.76,13.6,4104.0,8208.0,9,1038092.0,347,126.47
UK,Ranch,Tropical,127.1,106.2,2,9,5,2,1,1,1,1,1,1,0,0,Steel Frame,Shed,Laminate,18,18,Sliding,Luxury,1976,0,Traditional,13498.02,30.99,8775.0,17550.0,11,7859266.0,620,447.82
Canada,Craftsman,Temperate,55.4,72.6,2,10,3,2,1,1,0,1,1,0,0,0,Concrete Block,Flat,Laminate,12,13,Double Hung,Premium,2013,1,Contemporary,4022.0399999999995,9.23,2701.0,5402.0,8,1205623.0,266,223.18
Spain,Victorian,Temperate,46.4,30.6,2,11,2,4,1,1,1,1,1,1,0,0,Stone,Gable,Hardwood,14,18,Floor to Ceiling,Standard,2011,0,Modern,1419.84,3.26,871.0,1742.0,10,333494.0,160,191.44
Germany,Cottage,Mediterranean,133.1,43.4,2,10,3,2,1,1,0,1,1,0,1,0,Wood Frame,Flat,Ceramic Tile,13,5,Casement,Standard,2001,0,Minimalist,5776.54,13.26,2338.0,4676.0,8,839770.0,250,179.59
USA,Colonial,Mediterranean,43.4,45.7,1,10,4,1,1,1,1,1,1,0,1,0,Steel Frame,Gable,Granite,26,8,Double Hung,Premium,1968,0,Modern,1983.38,4.55,945.0,945.0,9,329113.0,115,348.27
Japan,Contemporary,Mediterranean,40.6,98.0,2,9,3,2,1,1,1,1,1,1,0,0,Wood Frame,Flat,Hardwood,13,14,Sliding,Standard,1987,0,Modern,3978.8,9.13,1830.0,3660.0,9,588262.0,203,160.73
UK,Victorian,Continental,63.2,44.3,2,12,5,3,1,1,0,1,0,1,1,0,Red Brick,Mansard,Laminate,13,6,Floor to Ceiling,Economy,1964,1,Traditional,2799.7599999999998,6.43,1704.0,3408.0,11,512590.0,208,150.41
Canada,Ranch,Arid,68.0,78.4,2,10,5,2,1,1,1,0,1,1,0,0,Concrete Block,Hip,Laminate,22,7,Floor to Ceiling,Standard,1969,1,Contemporary,5331.200000000001,12.24,3725.0,7450.0,10,1049184.0,317,140.83
